1	39.036	39.036	39.036
2	42.499	42.5	42.4995
3	44.424	44.424	44.424
4	43.962	43.963	43.96275
5	43.779	43.781	43.7796
6	43.462	43.627	43.5986666667
7	40.661	41.141	41.0718571429
8	43.412	43.853	43.742125
9	41.319	41.739	41.5972222222
10	43.787	43.792	43.7897
11	43.74	43.749	43.7457272727
12	44.094	44.584	44.5409166667
13	42.607	43.101	43.0566923077
14	44.944	44.953	44.9491428571
15	43.973	43.992	43.9857333333
16	43.771	43.79	43.7856875
17	44.057	44.065	44.0617058824
18	43.551	43.582	43.574
19	43.943	43.964	43.9574210526
20	44.794	44.839	44.82855
21	44.873	44.923	44.9093809524
22	43.652	43.68	43.6723181818
23	42.991	43.485	43.288173913
24	45.139	45.17	45.1589166667
25	43.459	44.067	43.95968
26	44.173	44.201	44.1915769231
27	43.48	44.104	43.998037037
28	44.343	44.821	44.5971071429
29	43.793	44.351	44.1394827586
30	43.953	44.476	44.2781666667
31	43.014	43.675	43.5329677419
32	43.973	44.455	44.242
33	43.762	44.321	44.1060606061
34	44.493	45.02	44.7941764706
35	44.246	44.502	44.3614
36	44.687	45.233	45.0024166667
37	44.433	45.287	44.8174054054
38	45.66	45.736	45.7088157895
39	45.655	45.701	45.6858717949
40	44.656	45.177	44.938825
41	43.87	44.778	44.596
42	46.391	46.459	46.4351904762
43	46.471	46.524	46.5049534884
44	45.815	46.407	46.1509772727
45	45.398	45.504	45.4624222222
46	46.229	46.304	46.2803913043
47	45.909	45.988	45.9558085106
48	45.656	45.876	45.7913958333
49	45.152	45.829	45.5567755102
50	45.662	46.336	46.07604
51	45.539	47.127	45.9118431373
52	45.842	46.539	46.2812115385
53	45.378	46.092	45.7972641509
54	46.047	46.772	46.4654814815
55	45.794	46.632	46.3969636364
56	45.537	46.858	46.0744464286
57	47.436	47.702	47.627245614
58	48.442	48.611	48.5600517241
59	47.211	47.74	47.3626610169
60	45.338	48.693	46.5828
61	45.373	59.485	47.5932295082
62	45.695	60.51	47.307516129
63	45.393	60.117	48.1231428571
64	45.533	61.554	48.07728125
65	46.114	60.91	48.8543538462
66	45.647	60.981	48.4154393939
67	45.94	61.618	50.5244626866
68	46.681	61.815	50.2242647059
69	46.382	61.676	50.182
70	45.454	60.954	50.3863714286
71	46.334	61.023	50.9101408451
72	47.249	61.94	52.019
73	46.148	60.77	51.3926438356
74	45.945	61.333	51.9703783784
75	46.32	61.421	52.3936
76	46.295	61.255	52.5827105263
77	46.027	61.111	52.6937012987
78	46.816	62.268	53.8230769231
79	47.513	62.271	54.5277341772
80	47.131	62.589	54.616125
81	47.604	62.524	55.2692222222
82	47.519	62.548	55.4824268293
83	47.157	62.43	55.6067951807
84	47.342	62.161	55.7051071429
85	47.316	62.321	56.0058823529
86	47.223	62.038	56.1183488372
87	46.892	62.257	56.381908046
88	47.074	62.615	56.7505
89	47.271	63.295	56.8449662921
90	47.861	63.298	57.6020222222
91	47.973	65.389	58.1408241758
92	48.198	66.275	58.629423913
93	47.061	65.712	58.5653333333
94	47.387	67.339	58.9557234043
95	48.192	67.83	60.0689157895
96	48.685	68.192	60.6613125
97	47.772	67.511	60.3894948454
98	48.145	67.53	61.0897857143
99	48.738	68.556	62.0355151515
100	47.855	67.805	61.39661
101	48.514	68.954	62.7327920792
102	48.29	68.345	62.9618235294
103	48.678	68.825	63.6501456311
104	48.507	69.081	63.6428173077
105	49.59	69.99	64.9882761905
106	49.07	70.388	64.9881698113
107	49.581	69.903	65.4487663551
108	49.776	71.438	66.1088425926
109	50.96	70.052	66.2424862385
110	49.631	71.702	67.4866545455
111	49.714	71.133	67.4144954955
112	49.413	72.32	68.0484196429
113	50.267	72.139	68.9103628319
114	51.182	73.46	69.3337105263
115	50.71	71.691	69.8023304348
116	50.252	72.612	70.6183534483
117	51.679	72.934	71.320991453
118	51.052	73.408	71.7160169492
119	57.525	73.62	72.2566638655
120	72.177	75.318	73.7486416667
