1	56.379	56.379	56.379
2	60.188	60.19	60.189
3	64.071	64.075	64.0736666667
4	59.069	59.781	59.42475
5	61.784	61.791	61.7872
6	62.716	62.728	62.725
7	62.942	62.957	62.954
8	63.223	63.232	63.230125
9	63.382	63.408	63.4027777778
10	63.715	63.719	63.7171
11	63.501	63.542	63.5369090909
12	63.328	63.333	63.3305833333
13	65.599	65.658	65.6492307692
14	63.866	64.52	64.3264285714
15	64.329	64.365	64.3536
16	69.612	69.706	69.69575
17	70.61	70.724	70.7127058824
18	64.483	64.512	64.5063333333
19	70.081	70.777	70.5877368421
20	65.542	67.832	66.0461
21	66.347	70.181	68.5031428571
22	76.972	77.175	77.1587272727
23	66.624	70.757	69.7857391304
24	69.634	73.1	72.3485416667
25	68.295	69.637	69.2754
26	65.909	66.156	66.1356538462
27	71.678	72.469	72.2473703704
28	80.982	82.877	82.3914285714
29	65.772	66.086	66.0637586207
30	68.671	74.054	71.3231333333
31	77.201	82.924	81.3956129032
32	66.662	68.113	67.62103125
33	71.416	73.642	72.6772424242
34	74.739	79.597	77.9362647059
35	64.033	64.936	64.6951428571
36	73.217	78.15	76.0063055556
37	68.407	74.998	72.9828108108
38	69.323	69.862	69.8243947368
39	77.36	80.412	78.8234615385
40	82.816	88.245	86.1776
41	68.502	69.836	69.5457317073
42	83.72	86.99	85.1236428571
43	80.623	85.927	84.0884883721
44	85.69	88.634	87.3989318182
45	85.033	92.393	89.3871555556
46	87.94	93.307	91.0465434783
47	68.466	68.62	68.5642553191
48	70.888	72.731	72.056875
49	85.23	91.645	89.611
50	72.226	75.537	74.02402
51	93.788	99.299	97.3120196078
52	94.801	98.485	96.5359230769
53	73.808	76.623	75.3333396226
54	98.444	103.884	101.998722222
55	95.261	101.572	99.5803090909
56	105.255	116.245	111.759571429
57	98.336	109.429	105.825263158
58	115.17	125.165	119.863931034
59	97.977	114.495	107.890305085
60	81.973	93.697	83.1280166667
61	114.239	133.434	124.839180328
62	76.094	98.383	80.2708548387
63	103.214	126.787	112.690206349
64	108.432	130.059	115.356046875
65	107.555	132.095	117.967261538
66	120.647	145.129	130.642227273
67	117.955	139.531	125.245074627
68	102.813	129.932	115.211264706
69	71.757	95.58	80.5003478261
70	112.119	137.323	122.709171429
71	111.628	134.02	121.089577465
72	83.493	105.065	90.9686388889
73	108.448	130.917	117.982643836
74	72.491	94.194	81.248027027
75	109.506	133.742	121.124146667
76	72.129	94.666	81.9369473684
77	101.371	132.539	118.670779221
78	77.423	100.193	88.5900641026
79	73.902	96.801	85.6910506329
80	105.272	135.733	123.129475
81	112.145	143.989	132.043185185
82	105.173	136.394	124.525682927
83	105.033	133.716	122.099698795
84	114.185	142.088	130.200714286
85	97.875	120.319	111.040364706
86	119.408	152.755	141.361872093
87	114.959	147.679	135.724482759
88	107.338	143.062	129.905454545
89	93.062	118.232	108.846550562
90	97.316	125.831	115.744666667
91	122.565	155.418	144.630813187
92	110.221	149.838	138.218521739
93	107.411	148.423	135.149268817
94	88.37	116.522	106.532095745
95	123.178	164.406	151.267189474
96	101.606	135.101	124.638989583
97	116.908	156.685	145.511329897
98	115.682	157.884	146.714071429
99	124.078	167.973	157.12220202
100	84.66	115.478	106.45908
101	115.53	163.178	151.985465347
102	138.879	175.09	167.524843137
103	134.86	173.558	162.528650485
104	138.311	183.116	172.669634615
105	129.676	179.652	167.564542857
106	131.61	184.31	174.254207547
107	93.316	124.407	118.88782243
108	138.028	192.085	181.340759259
109	149.605	186.626	178.426311927
110	139.365	185.408	177.220509091
111	150.191	204.883	194.894414414
112	152.792	215.496	204.964785714
113	119.211	157.428	152.419256637
114	143.088	201.198	194.487894737
115	161.752	207.888	200.188591304
116	118.989	143.094	140.223603448
117	169.4	228.394	220.417811966
118	194.921	225.933	217.310237288
119	292.068	329.887	320.334731092
120	179.616	184.638	182.95805
